level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1920	1314	-1.0	
2	1	1	0	0	0	3	269	1906	566	-1.0	
3	1	1	1	0	0	3	269	1914	566	-1.0	
4	1	1	1	1	0	3	269	1772	121	-1.0	
5	1	1	1	1	1	3	321	50	43	33.864311	NC
5	1	1	1	1	2	104	293	37	57	34.234657	nf
5	1	1	1	1	3	192	269	106	82	31.943684	Ts)
5	1	1	1	1	4	321	292	65	51	0.0	au
5	1	1	1	1	5	421	277	136	97	15.814915	EI
5	1	1	1	1	6	632	307	132	45	96.594513	Canada
5	1	1	1	1	7	782	308	117	28	96.467705	Border
5	1	1	1	1	8	1002	308	130	44	96.202782	Agence
5	1	1	1	1	9	1148	307	62	28	96.519577	des
5	1	1	1	1	10	1226	284	143	67	95.148834	services
5	1	1	1	1	11	1528	279	38	76	38.936192	>
5	1	1	1	1	12	1671	326	5	3	11.001625	j
5	1	1	1	1	13	1698	284	77	106	34.70253	J
4	1	1	1	2	0	66	335	1660	141	-1.0	
5	1	1	1	2	1	66	350	112	81	76.715309	À
5	1	1	1	2	2	180	335	131	112	39.56419	La
5	1	1	1	2	3	330	358	17	62	67.650299	4
5	1	1	1	2	4	633	346	148	29	96.928596	Services
5	1	1	1	2	5	797	347	129	35	96.67588	Agency
5	1	1	1	2	6	1002	346	175	28	91.193314	frontaliers
5	1	1	1	2	7	1194	346	41	28	95.577805	du
5	1	1	1	2	8	1253	345	130	33	95.577805	Canada
5	1	1	1	2	9	1533	336	76	140	55.10828	(2
5	1	1	1	2	10	1697	361	29	38	54.504128	Y
4	1	1	1	3	0	83	462	1817	179	-1.0	
5	1	1	1	3	1	83	462	277	179	34.624157	os
5	1	1	1	3	2	675	480	179	72	79.164154	order
5	1	1	1	3	3	1002	479	242	72	96.434418	Contrôle
5	1	1	1	3	4	1599	509	55	21	37.912884	SRE
5	1	1	1	3	5	1875	496	25	51	24.108967	2%
4	1	1	1	4	0	54	538	1202	127	-1.0	
5	1	1	1	4	1	54	546	162	102	18.851328	Oo
5	1	1	1	4	2	263	538	106	127	62.346222	<<)
5	1	1	1	4	3	427	584	4	5	57.27879	|
5	1	1	1	4	4	635	545	292	56	90.469688	Inspection
5	1	1	1	4	5	1000	544	256	44	96.098495	frontalier
4	1	1	1	5	0	8	534	1901	243	-1.0	
5	1	1	1	5	1	8	611	408	127	27.427664	ee
5	1	1	1	5	2	946	688	57	29	0.0	""""
5	1	1	1	5	3	1536	534	373	243	43.431683	DR
4	1	1	1	6	0	19	688	1888	147	-1.0	
5	1	1	1	6	1	19	729	349	91	0.0	agree
5	1	1	1	6	2	633	688	374	108	43.10799	Canada
5	1	1	1	6	3	1500	716	407	119	32.243256	ss
