level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1632	1612	-1.0	
2	1	1	0	0	0	50	115	1540	1485	-1.0	
3	1	1	1	0	0	50	115	1540	1485	-1.0	
4	1	1	1	1	0	51	115	1539	32	-1.0	
5	1	1	1	1	1	51	117	39	30	96.726738	By
5	1	1	1	1	2	100	116	40	24	96.790268	the
5	1	1	1	1	3	153	116	48	24	95.888161	end
5	1	1	1	1	4	212	116	28	24	95.888161	of
5	1	1	1	1	5	251	117	74	28	96.60965	2011,
5	1	1	1	1	6	337	124	14	16	96.60965	a
5	1	1	1	1	7	363	116	77	24	96.971153	social
5	1	1	1	1	8	451	116	83	24	96.874001	media
5	1	1	1	1	9	546	117	45	23	97.006516	site
5	1	1	1	1	10	602	116	49	24	96.19326	had
5	1	1	1	1	11	661	123	69	17	96.76368	more
5	1	1	1	1	12	741	116	59	24	96.891777	than
5	1	1	1	1	13	813	117	47	23	97.001297	146
5	1	1	1	1	14	871	116	98	24	96.806198	million
5	1	1	1	1	15	980	123	68	17	97.01461	users
5	1	1	1	1	16	1060	117	26	23	96.748589	in
5	1	1	1	1	17	1097	116	40	24	96.527626	the
5	1	1	1	1	18	1148	116	93	24	96.998741	United
5	1	1	1	1	19	1253	117	86	24	96.777939	States.
5	1	1	1	1	20	1351	115	85	25	96.678566	Table
5	1	1	1	1	21	1450	116	45	24	96.638542	2.9
5	1	1	1	1	22	1507	116	83	24	96.514519	shows
4	1	1	1	2	0	50	157	1532	31	-1.0	
5	1	1	1	2	1	50	157	67	24	93.296661	three
5	1	1	1	2	2	130	163	156	25	92.451126	age-groups,
5	1	1	1	2	3	298	157	41	24	96.368362	the
5	1	1	1	2	4	350	157	104	24	96.87355	number
5	1	1	1	2	5	466	157	28	24	96.598114	of
5	1	1	1	2	6	504	164	68	17	96.608299	users
5	1	1	1	2	7	584	158	26	23	96.709229	in
5	1	1	1	2	8	622	157	61	24	96.942093	each
5	1	1	1	2	9	695	163	143	25	96.138962	age-group,
5	1	1	1	2	10	851	157	48	24	96.318924	and
5	1	1	1	2	11	910	157	40	24	96.844261	the
5	1	1	1	2	12	962	158	143	30	96.504639	proportion
5	1	1	1	2	13	1117	157	167	31	96.391029	(percentage)
5	1	1	1	2	14	1297	157	28	24	96.996529	of
5	1	1	1	2	15	1335	164	68	17	96.930984	users
5	1	1	1	2	16	1415	158	27	23	96.962418	in
5	1	1	1	2	17	1453	157	61	24	93.300682	each
5	1	1	1	2	18	1526	163	56	25	91.167076	age-
4	1	1	1	3	0	51	197	599	31	-1.0	
5	1	1	1	3	1	51	203	85	25	96.49144	group.
5	1	1	1	3	2	147	198	132	23	95.705154	Construct
5	1	1	1	3	3	287	205	14	16	95.705154	a
5	1	1	1	3	4	310	197	43	24	96.467575	bar
5	1	1	1	3	5	363	197	76	31	96.297966	graph
5	1	1	1	3	6	447	198	74	30	96.662094	using
5	1	1	1	3	7	529	197	48	24	96.956657	this
5	1	1	1	3	8	588	197	62	25	96.592339	data.
4	1	1	1	4	0	270	557	130	25	-1.0	
5	1	1	1	4	1	270	557	79	24	96.168449	Table
5	1	1	1	4	2	359	558	41	24	96.703598	2.9
4	1	1	1	5	0	51	716	190	25	-1.0	
5	1	1	1	5	1	51	716	133	25	95.462967	Solution
5	1	1	1	5	2	196	717	45	24	95.462967	2.5
4	1	1	1	6	0	393	802	41	29	-1.0	
5	1	1	1	6	1	393	802	41	29	97.01297	50
4	1	1	1	7	0	392	862	42	29	-1.0	
5	1	1	1	7	1	392	862	42	29	96.845345	45
4	1	1	1	8	0	392	920	42	30	-1.0	
5	1	1	1	8	1	392	920	42	30	96.998611	40
4	1	1	1	9	0	328	980	106	47	-1.0	
5	1	1	1	9	1	328	982	37	45	39.659672	至
5	1	1	1	9	2	393	980	41	29	96.628914	35
4	1	1	1	10	0	328	1029	106	44	-1.0	
5	1	1	1	10	1	328	1029	37	44	27.079273	=
5	1	1	1	10	2	392	1039	42	30	95.343117	30
4	1	1	1	11	0	328	1077	106	60	-1.0	
5	1	1	1	11	1	328	1077	30	60	18.254852	€
5	1	1	1	11	2	393	1099	41	29	96.48793	25
4	1	1	1	12	0	335	1140	99	84	-1.0	
5	1	1	1	12	1	335	1140	30	84	81.019295	à
5	1	1	1	12	2	393	1158	41	29	96.98851	20
4	1	1	1	13	0	329	1218	105	32	-1.0	
5	1	1	1	13	1	329	1227	28	23	94.745262	a
5	1	1	1	13	2	394	1218	40	29	95.982216	15
4	1	1	1	14	0	394	1276	40	29	-1.0	
5	1	1	1	14	1	394	1276	40	29	96.970306	10
4	1	1	1	15	0	414	1336	20	29	-1.0	
5	1	1	1	15	1	414	1336	20	29	96.977303	5
4	1	1	1	16	0	414	1395	20	29	-1.0	
5	1	1	1	16	1	414	1395	20	29	89.588036	0
4	1	1	1	17	0	547	1443	697	45	-1.0	
5	1	1	1	17	1	547	1443	105	45	94.494675	13-25
5	1	1	1	17	2	842	1443	106	45	88.524147	26-44
5	1	1	1	17	3	1137	1447	107	29	93.363403	45-64
4	1	1	1	18	0	830	1509	94	36	-1.0	
5	1	1	1	18	1	830	1509	94	36	95.654999	Ages
4	1	1	1	19	0	52	1569	149	31	-1.0	
5	1	1	1	19	1	52	1569	96	31	96.03363	Figure
5	1	1	1	19	2	158	1570	43	23	96.509796	2.3
