level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1336	414	-1.0	
2	1	1	0	0	0	48	62	1213	290	-1.0	
3	1	1	1	0	0	48	62	1213	290	-1.0	
4	1	1	1	1	0	48	62	1033	43	-1.0	
5	1	1	1	1	1	48	71	164	25	93.300507	science
5	1	1	1	1	2	229	62	209	43	83.97345	prJctices
5	1	1	1	1	3	459	64	295	35	45.62775	(G@NNEGHON
5	1	1	1	1	4	770	64	55	34	96.538544	for
5	1	1	1	1	5	839	66	54	32	93.796021	AP
5	1	1	1	1	6	917	65	164	33	93.796021	Courses
4	1	1	1	2	0	63	130	241	27	-1.0	
5	1	1	1	2	1	63	130	96	27	96.638466	Think
5	1	1	1	2	2	170	130	103	27	95.740608	About
5	1	1	1	2	3	285	132	19	25	95.740608	It
4	1	1	1	3	0	87	194	1173	24	-1.0	
5	1	1	1	3	1	87	200	7	7	50.92606	+
5	1	1	1	3	2	116	195	19	17	57.165184	A
5	1	1	1	3	3	144	194	61	18	57.165184	strand
5	1	1	1	3	4	214	194	21	18	96.470039	of
5	1	1	1	3	5	243	195	55	17	96.740166	DNA
5	1	1	1	3	6	306	194	33	18	96.406425	has
5	1	1	1	3	7	348	194	31	18	96.976593	the
5	1	1	1	3	8	388	194	104	18	96.703842	nucleotide
5	1	1	1	3	9	502	199	92	19	93.223419	sequence
5	1	1	1	3	10	603	195	118	17	82.893936	3'......GCT
5	1	1	1	3	11	730	195	49	17	95.240059	GTC
5	1	1	1	3	12	788	195	55	17	96.479324	AAA
5	1	1	1	3	13	852	195	46	17	92.625969	TTC
5	1	1	1	3	14	909	195	121	17	76.665398	GAT......5'.
5	1	1	1	3	15	1040	194	54	18	96.824524	What
5	1	1	1	3	16	1103	195	16	17	96.824524	is
5	1	1	1	3	17	1129	194	30	18	96.294983	the
5	1	1	1	3	18	1168	199	92	19	96.635712	sequence
4	1	1	1	4	0	117	225	1143	24	-1.0	
5	1	1	1	4	1	117	225	21	18	96.344887	of
5	1	1	1	4	2	147	226	72	17	96.87355	mRNA
5	1	1	1	4	3	229	225	37	18	96.563004	that
5	1	1	1	4	4	276	226	16	17	96.929138	is
5	1	1	1	4	5	302	225	157	24	96.371117	complementary
5	1	1	1	4	6	468	228	18	15	96.597893	to
5	1	1	1	4	7	496	225	36	18	96.771774	this
5	1	1	1	4	8	542	226	54	17	96.467232	DNA
5	1	1	1	4	9	606	226	102	23	96.751884	sequence?
5	1	1	1	4	10	719	226	59	23	96.751884	Using
5	1	1	1	4	11	788	225	30	18	96.661644	the
5	1	1	1	4	12	828	225	50	18	96.959663	chart
5	1	1	1	4	13	888	225	20	18	96.959663	of
5	1	1	1	4	14	918	225	70	18	95.736328	codons
5	1	1	1	4	15	998	226	19	17	96.63903	in
5	1	1	1	4	16	1027	225	30	18	97.005554	the
5	1	1	1	4	17	1066	228	43	19	96.793152	text,
5	1	1	1	4	18	1120	225	100	18	96.979546	determine
5	1	1	1	4	19	1230	225	30	18	97.018494	the
